investor_id,transaction_date,amfi_code,transaction_type,amount_inr
INV002693,2024-11-10,118633,SIP,495
INV002560,2024-11-10,101206,SIP,5780
INV004002,2024-11-10,120842,LUMPSUM,215879
INV001036,2024-11-10,119094,REDEMPTION,524260
INV001757,2024-11-10,120506,SIP,533
INV003475,2024-11-10,120842,SIP,2645
INV003403,2024-11-10,118635,SIP,13692
INV002054,2024-11-10,149323,SIP,2824
INV002906,2024-11-10,149322,SIP,7443
INV004487,2024-11-10,118633,LUMPSUM,260196
INV002602,2024-11-10,118635,SIP,20315
INV000005,2024-11-10,118634,LUMPSUM,34963
INV004379,2024-11-10,120504,REDEMPTION,149017
INV002429,2024-11-10,120505,LUMPSUM,407517
INV001924,2024-11-10,102886,SIP,46022
INV004036,2024-11-10,119094,SIP,2925
INV002294,2024-11-10,148567,SIP,15349
INV003372,2024-11-10,149322,SIP,1928
INV001670,2024-11-10,125498,SIP,56680
INV001631,2024-11-10,125497,LUMPSUM,93701
INV004842,2024-11-10,102886,REDEMPTION,38459
INV003894,2024-11-10,101207,LUMPSUM,106388
INV000847,2024-11-10,118635,SIP,2077
INV002287,2024-11-10,125498,SIP,2255
INV001912,2024-11-10,148569,REDEMPTION,164984
INV000552,2024-11-10,149322,SIP,2312
INV001663,2024-11-10,119093,SIP,6241
INV004882,2024-11-11,120844,SIP,49432
INV001835,2024-11-11,149322,SIP,47010
INV002290,2024-11-11,120841,LUMPSUM,271129
INV001472,2024-11-11,148569,SIP,532
INV003028,2024-11-11,120505,LUMPSUM,330464
INV000256,2024-11-11,102885,LUMPSUM,222436
INV001542,2024-11-11,119120,SIP,8400
INV002399,2024-11-11,120503,LUMPSUM,496535
INV002116,2024-11-11,120841,LUMPSUM,124476
INV004733,2024-11-11,118632,SIP,3504
INV003399,2024-11-11,100033,SIP,5452
INV001280,2024-11-11,120507,LUMPSUM,544773
INV001969,2024-11-11,149324,SIP,1077
INV001625,2024-11-11,119095,SIP,3417
INV003424,2024-11-11,100025,SIP,6012
INV000024,2024-11-11,102885,REDEMPTION,249621
INV004444,2024-11-11,125498,SIP,9758
INV000994,2024-11-11,101207,SIP,2996
INV003079,2024-11-11,118636,SIP,7432
INV004614,2024-11-11,119093,SIP,7383
INV004415,2024-11-11,118633,SIP,2987
INV002361,2024-11-11,118632,REDEMPTION,160759
INV000978,2024-11-11,118635,SIP,8312
INV000893,2024-11-11,118636,SIP,4047
INV002908,2024-11-11,120503,SIP,2425
INV003847,2024-11-11,102887,LUMPSUM,370596
INV000013,2024-11-11,118635,LUMPSUM,314283
INV001744,2024-11-11,148567,SIP,51816
INV004380,2024-11-11,100033,SIP,11783
INV001029,2024-11-11,120842,SIP,1747
INV002679,2024-11-11,119599,SIP,520
INV000487,2024-11-11,125498,SIP,29874
INV004011,2024-11-11,120842,REDEMPTION,276234
INV004931,2024-11-11,101206,SIP,1196
INV004146,2024-11-11,120505,SIP,2638
INV001838,2024-11-11,101206,REDEMPTION,174406
INV004278,2024-11-11,120844,LUMPSUM,171250
INV003394,2024-11-11,100016,REDEMPTION,183059
INV004745,2024-11-11,119093,SIP,467
INV003084,2024-11-11,119552,SIP,1777
INV001727,2024-11-11,118632,REDEMPTION,72368
INV002824,2024-11-11,119120,REDEMPTION,210470
INV004317,2024-11-11,148569,REDEMPTION,235333
INV003143,2024-11-11,120507,REDEMPTION,139635
INV002203,2024-11-11,119551,LUMPSUM,62735
INV002527,2024-11-11,120505,SIP,4714
INV002082,2024-11-11,120842,SIP,16522
INV000506,2024-11-11,118632,SIP,2433
INV003151,2024-11-11,100016,SIP,23641
INV000035,2024-11-11,119092,SIP,836
INV002904,2024-11-11,119599,SIP,1639
INV003823,2024-11-11,120842,SIP,2016
INV004659,2024-11-11,100033,LUMPSUM,170135
INV004450,2024-11-11,101206,SIP,53523
INV004727,2024-11-11,125498,SIP,569
INV004403,2024-11-11,118632,SIP,2207
INV003724,2024-11-11,120843,LUMPSUM,369462
INV003771,2024-11-11,120504,SIP,13420
INV003211,2024-11-11,120504,LUMPSUM,105963
INV003050,2024-11-11,149323,LUMPSUM,58455
INV001644,2024-11-11,120506,LUMPSUM,376265
INV000904,2024-11-11,120843,REDEMPTION,343825
INV003450,2024-11-11,120842,SIP,934
INV003530,2024-11-11,118636,SIP,26640
INV002153,2024-11-11,125498,SIP,570
INV000772,2024-11-11,100033,SIP,5203
INV001213,2024-11-11,101208,REDEMPTION,465087
INV000507,2024-11-11,118634,SIP,4014
INV001683,2024-11-12,120843,SIP,6994
INV004984,2024-11-12,102887,SIP,400
INV000279,2024-11-12,119093,SIP,2794
INV001383,2024-11-12,119552,SIP,2104
INV003720,2024-11-12,102886,REDEMPTION,214237
INV000914,2024-11-12,119599,SIP,10567
INV004756,2024-11-12,148568,SIP,26712
INV000925,2024-11-12,148569,REDEMPTION,241607
INV002332,2024-11-12,102886,REDEMPTION,26593
INV001304,2024-11-12,120844,SIP,45464
INV002314,2024-11-12,102886,REDEMPTION,75468
INV001310,2024-11-12,120844,REDEMPTION,89510
INV004356,2024-11-12,100025,REDEMPTION,528957
INV000657,2024-11-12,120844,REDEMPTION,80985
INV000226,2024-11-12,119092,SIP,936
INV001062,2024-11-12,120507,SIP,7413
INV001223,2024-11-12,119094,SIP,571
INV001333,2024-11-12,120505,SIP,2996
INV000354,2024-11-12,120506,REDEMPTION,374541
INV004763,2024-11-12,120505,SIP,1129
INV004353,2024-11-12,125498,LUMPSUM,124170
INV003146,2024-11-12,119599,SIP,25725
INV002881,2024-11-12,118636,SIP,5138
INV003533,2024-11-12,118634,SIP,845
INV004812,2024-11-12,119551,SIP,17066
INV004293,2024-11-12,148568,SIP,55656
INV001021,2024-11-12,119599,SIP,8568
INV002110,2024-11-12,119598,SIP,9617
INV003619,2024-11-12,100016,REDEMPTION,438774
INV000388,2024-11-12,119120,SIP,10858
INV004511,2024-11-12,120506,SIP,537
INV000507,2024-11-12,118634,SIP,22850
INV001574,2024-11-12,120842,LUMPSUM,444151
INV000012,2024-11-12,118634,SIP,3243
INV004073,2024-11-12,100033,SIP,7114
INV003940,2024-11-12,119598,SIP,1042
INV003568,2024-11-12,148569,REDEMPTION,43917
INV003581,2024-11-12,102886,SIP,1973
INV001219,2024-11-12,149323,SIP,2004
INV003820,2024-11-12,119094,REDEMPTION,356856
INV001124,2024-11-12,148567,LUMPSUM,41798
INV002604,2024-11-12,101208,SIP,2425
INV001376,2024-11-12,148569,SIP,908
INV002610,2024-11-12,125497,LUMPSUM,329412
INV000175,2024-11-12,101208,SIP,4186
INV002114,2024-11-12,149323,REDEMPTION,338168
INV004847,2024-11-12,120507,LUMPSUM,328205
INV003144,2024-11-12,120843,LUMPSUM,363183
INV002192,2024-11-12,119093,SIP,1791
INV002322,2024-11-12,120504,LUMPSUM,309296
INV001775,2024-11-12,100033,SIP,2194
INV003747,2024-11-12,125497,SIP,15326
INV004680,2024-11-12,118636,SIP,5697
INV003240,2024-11-12,149323,REDEMPTION,363996
INV003766,2024-11-12,100033,SIP,2700
INV002291,2024-11-12,101206,SIP,814
INV004289,2024-11-12,119552,SIP,4738
INV002950,2024-11-12,148567,SIP,1082
INV000045,2024-11-12,119095,SIP,26088
INV000691,2024-11-12,149323,LUMPSUM,145261
INV004147,2024-11-12,100025,SIP,17357
INV000091,2024-11-12,120504,LUMPSUM,30874
INV001249,2024-11-12,125497,SIP,53270
INV001023,2024-11-12,118632,SIP,7034
INV000711,2024-11-12,101208,REDEMPTION,350703
INV000793,2024-11-12,149324,SIP,6404
INV002701,2024-11-12,102885,SIP,436
INV003943,2024-11-12,120505,LUMPSUM,249967
INV004818,2024-11-12,120505,LUMPSUM,207568
INV001122,2024-11-12,101206,SIP,418
INV000990,2024-11-12,120504,SIP,3291
INV002666,2024-11-12,120843,SIP,2633
INV002041,2024-11-12,101206,SIP,4564
INV004569,2024-11-12,148567,LUMPSUM,384628
INV004819,2024-11-12,118633,SIP,452
INV004896,2024-11-13,148568,SIP,2513
INV004333,2024-11-13,120503,SIP,6434
INV002950,2024-11-13,100033,SIP,23314
INV004388,2024-11-13,120507,REDEMPTION,450112
INV000709,2024-11-13,119120,REDEMPTION,488966
INV002114,2024-11-13,119095,LUMPSUM,21198
INV004537,2024-11-13,119551,SIP,7586
INV001179,2024-11-13,120844,LUMPSUM,44704
INV004201,2024-11-13,101207,REDEMPTION,324487
INV003313,2024-11-13,149324,LUMPSUM,169869
INV000759,2024-11-13,119551,LUMPSUM,224301
INV001539,2024-11-13,120506,SIP,2856
INV000263,2024-11-13,118632,LUMPSUM,204278
INV002324,2024-11-13,102887,REDEMPTION,290042
INV003252,2024-11-13,125498,SIP,4316
INV002685,2024-11-13,120504,LUMPSUM,134773
INV004855,2024-11-13,119120,LUMPSUM,133264
INV002098,2024-11-13,118633,LUMPSUM,88363
INV001830,2024-11-13,118636,SIP,2822
INV000552,2024-11-13,101207,SIP,14869
INV000887,2024-11-13,149322,SIP,50095
INV002373,2024-11-13,125497,LUMPSUM,392604
INV000244,2024-11-13,118633,REDEMPTION,243047
INV001025,2024-11-13,120503,SIP,2276
INV003617,2024-11-13,149323,SIP,8805
INV004910,2024-11-13,119120,LUMPSUM,397969
INV002202,2024-11-13,118636,SIP,1051
INV000834,2024-11-13,101207,SIP,2008
INV004439,2024-11-13,120842,LUMPSUM,280154
INV002270,2024-11-13,120842,REDEMPTION,105223
INV003462,2024-11-13,149324,SIP,6435
INV004361,2024-11-13,101208,SIP,2857
INV004687,2024-11-13,119551,LUMPSUM,450329
INV000581,2024-11-13,149324,SIP,29223
INV001186,2024-11-13,119094,REDEMPTION,565126
INV004974,2024-11-13,119093,SIP,2484
INV003242,2024-11-13,120844,LUMPSUM,28511
INV002834,2024-11-13,120841,REDEMPTION,530290
INV004130,2024-11-13,101207,REDEMPTION,292405
INV000239,2024-11-13,120503,SIP,875
INV001314,2024-11-13,100016,SIP,6208
INV000531,2024-11-13,120505,SIP,11643
INV003978,2024-11-13,118636,SIP,2233
INV001314,2024-11-13,119094,SIP,48898
INV002302,2024-11-13,100016,LUMPSUM,10954
INV001514,2024-11-13,120504,SIP,11262
INV000241,2024-11-13,125498,REDEMPTION,125453
INV000433,2024-11-13,119094,SIP,8521
INV001219,2024-11-13,120507,SIP,8458
INV003235,2024-11-13,118633,SIP,502
INV004265,2024-11-13,125497,REDEMPTION,268888
INV000020,2024-11-13,119598,LUMPSUM,383395
INV004987,2024-11-13,125497,LUMPSUM,411086
INV001886,2024-11-13,120507,SIP,20611
INV000479,2024-11-13,125497,SIP,44344
INV003936,2024-11-13,148568,REDEMPTION,92429
INV001730,2024-11-13,125498,SIP,22227
INV003751,2024-11-13,120843,LUMPSUM,268369
INV003789,2024-11-13,119094,LUMPSUM,218218
INV002013,2024-11-13,119551,SIP,8877
INV001974,2024-11-13,119094,LUMPSUM,288388
INV001044,2024-11-13,118635,SIP,1007
INV000287,2024-11-13,120844,SIP,908
INV002346,2024-11-13,100033,REDEMPTION,16262
INV003593,2024-11-13,120841,SIP,15083
INV003157,2024-11-13,120842,SIP,3126
INV004180,2024-11-13,120504,SIP,8445
INV000544,2024-11-13,101207,SIP,1197
INV002186,2024-11-13,119598,SIP,1893
INV002185,2024-11-13,119552,SIP,17713
INV000658,2024-11-14,119094,SIP,46253
INV004380,2024-11-14,119552,REDEMPTION,23568
INV003261,2024-11-14,119552,SIP,2927
INV000220,2024-11-14,119092,LUMPSUM,196315
INV000856,2024-11-14,125497,SIP,2349
INV001025,2024-11-14,120504,SIP,1174
INV002275,2024-11-14,118636,LUMPSUM,281689
INV001116,2024-11-14,148568,SIP,814
INV002700,2024-11-14,120506,REDEMPTION,49358
INV000192,2024-11-14,125497,REDEMPTION,448844
INV002944,2024-11-14,119551,LUMPSUM,482809
INV004820,2024-11-14,119094,LUMPSUM,339263
INV002261,2024-11-14,120505,SIP,490
INV001020,2024-11-14,100016,LUMPSUM,446646
INV000651,2024-11-14,125498,REDEMPTION,132885
INV004519,2024-11-14,101208,LUMPSUM,149035
INV004845,2024-11-14,118633,LUMPSUM,389605
INV002488,2024-11-14,102885,SIP,53790
INV001241,2024-11-14,119120,REDEMPTION,78479
INV001943,2024-11-14,118636,SIP,1021
INV002104,2024-11-14,118636,SIP,537
INV002896,2024-11-14,120842,LUMPSUM,50619
INV002767,2024-11-14,125498,SIP,524
INV004191,2024-11-14,100025,LUMPSUM,228290
INV001439,2024-11-14,119095,REDEMPTION,171310
INV003855,2024-11-14,101207,SIP,28194
INV000678,2024-11-14,119599,REDEMPTION,235338
INV000658,2024-11-14,125497,SIP,25805
INV000511,2024-11-14,148569,LUMPSUM,124454
INV003125,2024-11-14,102885,SIP,456
INV002800,2024-11-14,119092,SIP,50876
INV001110,2024-11-14,118633,SIP,8502
INV004650,2024-11-14,120505,LUMPSUM,73400
INV002148,2024-11-14,149324,SIP,8701
INV004419,2024-11-14,120507,LUMPSUM,425726
INV004006,2024-11-14,120506,SIP,9190
INV000242,2024-11-14,101208,SIP,4365
INV002227,2024-11-14,149323,SIP,6287
INV000029,2024-11-14,102886,REDEMPTION,508769
INV003487,2024-11-14,100033,REDEMPTION,506262
INV003351,2024-11-14,118634,SIP,2467
INV003552,2024-11-14,120844,SIP,1873
INV000876,2024-11-14,125497,REDEMPTION,134352
INV002325,2024-11-14,119093,SIP,4411
INV003005,2024-11-14,101206,SIP,25977
INV004063,2024-11-14,120505,SIP,28264
INV003563,2024-11-14,149324,SIP,28778
INV000944,2024-11-14,120504,SIP,541
INV000237,2024-11-14,118634,LUMPSUM,11228
INV004460,2024-11-14,100016,SIP,906
INV004629,2024-11-14,102887,SIP,3483
INV002141,2024-11-14,119095,SIP,46479
INV004932,2024-11-14,148567,LUMPSUM,398520
INV003190,2024-11-14,119095,SIP,2734
INV002586,2024-11-14,118636,LUMPSUM,32000
INV000094,2024-11-14,101207,SIP,12695
INV000590,2024-11-14,118632,SIP,9456
INV004794,2024-11-14,118633,SIP,2200
INV003419,2024-11-14,149324,LUMPSUM,139656
INV001966,2024-11-14,119599,SIP,2674
INV004314,2024-11-14,125497,REDEMPTION,42040
INV002993,2024-11-14,149322,SIP,27093
INV004069,2024-11-14,120506,SIP,17240
INV004314,2024-11-14,119092,SIP,2305
INV001689,2024-11-14,125497,SIP,25078
INV001552,2024-11-14,102885,LUMPSUM,130167
INV001751,2024-11-14,149322,SIP,22576
INV003055,2024-11-14,119599,SIP,5162
INV003018,2024-11-14,100033,SIP,2331
INV001001,2024-11-14,102887,SIP,953
INV003902,2024-11-14,102885,SIP,811
INV003493,2024-11-14,101207,SIP,2392
INV004310,2024-11-14,100016,SIP,11918
INV004633,2024-11-15,101207,SIP,27766
INV000473,2024-11-15,102885,SIP,3414
INV002547,2024-11-15,120507,LUMPSUM,350729
INV002671,2024-11-15,119120,SIP,5230
INV001112,2024-11-15,102885,SIP,11413
INV000236,2024-11-15,118636,SIP,3250
INV002657,2024-11-15,120505,SIP,9235
INV001891,2024-11-15,119092,SIP,1637
INV003282,2024-11-15,102885,SIP,468
INV001147,2024-11-15,119094,LUMPSUM,403637
INV000339,2024-11-15,100016,SIP,27710
INV003678,2024-11-15,119120,SIP,3490
INV000795,2024-11-15,118634,LUMPSUM,32927
INV003057,2024-11-15,118634,REDEMPTION,198137
INV000858,2024-11-15,102887,REDEMPTION,250412
INV001353,2024-11-15,118636,SIP,4726
INV003140,2024-11-15,120504,LUMPSUM,171433
INV004087,2024-11-15,101207,LUMPSUM,224044
INV003763,2024-11-15,118633,SIP,4796
INV001331,2024-11-15,100016,LUMPSUM,44991
INV003783,2024-11-15,120844,SIP,4537
INV004135,2024-11-15,119598,REDEMPTION,337462
INV000444,2024-11-15,149324,LUMPSUM,14028
INV003970,2024-11-15,119094,SIP,4102
INV002185,2024-11-15,148567,LUMPSUM,331692
INV003778,2024-11-15,120505,LUMPSUM,356733
INV003499,2024-11-15,120843,SIP,562
INV003017,2024-11-15,120841,LUMPSUM,356696
INV002081,2024-11-15,125498,LUMPSUM,43482
INV001337,2024-11-15,125498,LUMPSUM,337556
INV000751,2024-11-15,149323,SIP,5471
INV001775,2024-11-15,120844,SIP,3009
INV003907,2024-11-15,120504,SIP,21558
INV002578,2024-11-15,148568,LUMPSUM,18236
INV001052,2024-11-15,101207,SIP,977
INV002744,2024-11-15,125497,SIP,2576
INV000554,2024-11-15,101206,REDEMPTION,284712
INV002276,2024-11-15,148567,SIP,5344
INV000920,2024-11-15,119092,LUMPSUM,435975
INV003243,2024-11-15,118632,SIP,579
INV003276,2024-11-15,148567,SIP,8191
INV002737,2024-11-15,120505,SIP,17075
INV000321,2024-11-15,148568,SIP,14286
INV003296,2024-11-15,120505,LUMPSUM,59896
INV002051,2024-11-15,125498,SIP,2094
INV004065,2024-11-15,120505,REDEMPTION,475285
INV003161,2024-11-15,120506,LUMPSUM,372947
INV004238,2024-11-15,101206,SIP,4921
INV001260,2024-11-15,102885,REDEMPTION,352411
INV000702,2024-11-15,119095,REDEMPTION,274867
INV002533,2024-11-15,120505,SIP,4743
INV003549,2024-11-15,119599,REDEMPTION,256179
INV000113,2024-11-15,100033,SIP,10401
INV002236,2024-11-15,102885,REDEMPTION,428610
INV001739,2024-11-15,102885,SIP,58708
INV004923,2024-11-15,102886,SIP,21697
INV003073,2024-11-15,120504,REDEMPTION,339801
INV000941,2024-11-15,118635,LUMPSUM,193849
INV003611,2024-11-15,102886,SIP,40203
INV000283,2024-11-15,119598,LUMPSUM,314691
INV004345,2024-11-15,118636,SIP,506
INV003297,2024-11-15,148568,SIP,2905
INV000383,2024-11-16,120507,LUMPSUM,167914
INV000788,2024-11-16,149324,LUMPSUM,273569
INV000339,2024-11-16,120844,SIP,12489
INV004103,2024-11-16,118632,LUMPSUM,83786
INV003381,2024-11-16,149323,SIP,25399
INV000117,2024-11-16,118636,SIP,2919
INV000013,2024-11-16,119598,SIP,11684
INV004168,2024-11-16,100033,SIP,2011
INV001451,2024-11-16,119092,SIP,26908
INV002647,2024-11-16,101207,SIP,21809
INV001287,2024-11-16,119599,SIP,15131
INV003868,2024-11-16,120505,SIP,15771
INV000039,2024-11-16,101207,SIP,57252
INV000415,2024-11-16,120507,SIP,5251
INV001799,2024-11-16,119599,SIP,6191
INV000365,2024-11-16,102886,LUMPSUM,44320
INV003528,2024-11-16,120842,SIP,3008
INV002372,2024-11-16,101206,SIP,1758
INV000500,2024-11-16,119551,SIP,8845
INV001942,2024-11-16,118633,SIP,47641
INV004529,2024-11-16,101207,SIP,401
INV001458,2024-11-16,119120,SIP,10973
INV002933,2024-11-16,120505,SIP,47279
INV001186,2024-11-16,149323,SIP,7645
INV000024,2024-11-16,120503,LUMPSUM,509922
INV000780,2024-11-16,149322,SIP,6159
INV001395,2024-11-16,118632,SIP,3573
INV003880,2024-11-16,119094,SIP,15563
INV004751,2024-11-16,118636,SIP,3428
INV003974,2024-11-16,148568,SIP,502
INV003000,2024-11-16,119120,SIP,1693
INV001878,2024-11-16,102886,LUMPSUM,77938
INV002497,2024-11-16,118636,LUMPSUM,253926
INV000969,2024-11-16,125498,LUMPSUM,400438
INV001014,2024-11-16,120504,LUMPSUM,263591
INV004859,2024-11-16,125497,LUMPSUM,85938
INV004911,2024-11-16,119094,SIP,507
INV003521,2024-11-16,149323,SIP,2362
INV003630,2024-11-16,120505,SIP,2366
INV000090,2024-11-16,119598,LUMPSUM,416265
INV001936,2024-11-16,148568,LUMPSUM,298176
INV000257,2024-11-16,118632,SIP,11562
INV004487,2024-11-16,102886,REDEMPTION,500166
INV002423,2024-11-16,125498,SIP,16966
INV000185,2024-11-16,118634,SIP,4800
INV000189,2024-11-16,119092,SIP,936
INV001080,2024-11-16,148567,SIP,1111
INV004748,2024-11-16,119120,REDEMPTION,267971
INV004226,2024-11-16,120841,REDEMPTION,327701
INV000061,2024-11-16,119598,REDEMPTION,217242
INV003868,2024-11-16,120844,LUMPSUM,125293
INV001320,2024-11-16,149322,SIP,24400
INV001596,2024-11-16,118636,LUMPSUM,168822
INV000556,2024-11-16,101206,SIP,2653
INV004001,2024-11-16,148567,SIP,1099
INV001933,2024-11-16,118636,LUMPSUM,143680
INV003658,2024-11-16,148568,SIP,3179
INV004881,2024-11-16,118636,SIP,9271
INV000239,2024-11-16,125497,REDEMPTION,55335
INV002915,2024-11-16,149323,SIP,2464
INV004837,2024-11-16,119092,LUMPSUM,118662
INV004797,2024-11-16,119094,LUMPSUM,69525
INV002639,2024-11-17,118633,SIP,3345
INV002640,2024-11-17,101208,SIP,20117
INV002868,2024-11-17,101206,LUMPSUM,163011
INV004621,2024-11-17,100033,LUMPSUM,323636
INV004348,2024-11-17,118635,SIP,28127
INV002195,2024-11-17,100033,SIP,2244
INV002445,2024-11-17,119551,SIP,5471
INV004753,2024-11-17,119094,SIP,476
INV001528,2024-11-17,101208,LUMPSUM,369321
INV002819,2024-11-17,119094,SIP,5462
INV004078,2024-11-17,101207,SIP,3164
INV002849,2024-11-17,118634,REDEMPTION,391715
INV000548,2024-11-17,119120,SIP,2584
INV004272,2024-11-17,149322,SIP,2229
INV002859,2024-11-17,120506,SIP,980
INV002360,2024-11-17,101206,SIP,44955
INV003382,2024-11-17,118633,SIP,23984
INV002516,2024-11-17,120504,LUMPSUM,373001
INV001920,2024-11-17,119093,SIP,25012
INV004593,2024-11-17,102887,SIP,5853
INV002319,2024-11-17,102887,REDEMPTION,85268
INV004290,2024-11-17,119095,LUMPSUM,417645
INV003259,2024-11-17,100025,SIP,1796
INV004006,2024-11-17,100033,LUMPSUM,96771
INV000356,2024-11-17,120506,SIP,2987
INV000177,2024-11-17,125498,SIP,17069
INV002419,2024-11-17,120841,REDEMPTION,12481
INV004614,2024-11-17,120504,REDEMPTION,255699
INV003568,2024-11-17,149323,SIP,12644
INV002883,2024-11-17,148568,SIP,7203
INV004333,2024-11-17,100016,LUMPSUM,229582
INV002051,2024-11-17,148569,LUMPSUM,164635
INV003698,2024-11-17,125497,REDEMPTION,196705
INV003627,2024-11-17,118636,REDEMPTION,262944
INV001442,2024-11-17,125497,SIP,2115
INV000268,2024-11-17,119092,SIP,6621
INV004477,2024-11-17,100025,LUMPSUM,264119
INV001751,2024-11-17,119551,SIP,3586
INV004354,2024-11-17,118635,SIP,4850
INV000230,2024-11-17,125498,LUMPSUM,46681
INV004638,2024-11-17,118634,SIP,7921
INV001687,2024-11-17,120505,SIP,2728
INV002890,2024-11-17,101207,SIP,2439
INV001844,2024-11-17,148569,LUMPSUM,78897
INV000672,2024-11-17,118634,SIP,528
INV004928,2024-11-17,120844,SIP,3046
INV003075,2024-11-17,118633,LUMPSUM,316255
INV002199,2024-11-17,120843,SIP,9805
INV000995,2024-11-17,120844,REDEMPTION,38284
INV004794,2024-11-17,119093,REDEMPTION,117827
INV000474,2024-11-17,118632,SIP,5345
INV001210,2024-11-17,148569,SIP,53456
INV000113,2024-11-17,102886,SIP,1104
INV001848,2024-11-17,125498,REDEMPTION,257649
INV004639,2024-11-17,120507,SIP,420
INV003297,2024-11-17,119598,LUMPSUM,291182
INV001058,2024-11-17,120843,LUMPSUM,500543
INV000299,2024-11-17,120507,SIP,2363
INV004857,2024-11-17,120507,REDEMPTION,329464
INV004821,2024-11-17,120505,LUMPSUM,250071
INV004519,2024-11-18,101206,REDEMPTION,297129
INV001867,2024-11-18,119120,LUMPSUM,279654
INV001970,2024-11-18,120503,LUMPSUM,211064
INV002328,2024-11-18,101206,LUMPSUM,170601
INV002966,2024-11-18,120841,SIP,50434
INV003438,2024-11-18,101206,LUMPSUM,390383
INV001148,2024-11-18,118635,SIP,2876
INV004278,2024-11-18,102885,REDEMPTION,203037
INV001238,2024-11-18,148569,LUMPSUM,89158
INV002043,2024-11-18,120842,SIP,2238
INV004241,2024-11-18,119552,SIP,26095
INV003342,2024-11-18,118633,SIP,26198
INV003753,2024-11-18,149322,SIP,15993
INV001956,2024-11-18,101206,SIP,42366
INV000229,2024-11-18,120844,SIP,5453
INV002766,2024-11-18,100016,SIP,582
INV003256,2024-11-18,149323,SIP,57874
INV001682,2024-11-18,119120,SIP,936
INV004224,2024-11-18,119093,SIP,485
INV001662,2024-11-18,102887,SIP,43067
INV003811,2024-11-18,102885,SIP,8519
INV003546,2024-11-18,148569,REDEMPTION,410493
INV004523,2024-11-18,120507,LUMPSUM,361932
INV000279,2024-11-18,120841,LUMPSUM,364198
INV002202,2024-11-18,120507,SIP,443
INV004414,2024-11-18,119095,SIP,2189
INV002499,2024-11-18,118633,REDEMPTION,30102
INV001054,2024-11-18,125498,SIP,20112
INV000570,2024-11-18,125498,REDEMPTION,407049
INV004617,2024-11-18,119093,SIP,475
INV000943,2024-11-18,149324,LUMPSUM,565153
INV002098,2024-11-18,118634,SIP,2287
INV001948,2024-11-18,120504,LUMPSUM,467816
INV003968,2024-11-18,101208,SIP,23022
INV003005,2024-11-18,120505,SIP,530
INV002750,2024-11-18,120506,REDEMPTION,264878
INV003961,2024-11-18,119094,REDEMPTION,429565
INV004978,2024-11-18,119599,SIP,1937
INV002579,2024-11-18,120843,SIP,13630
INV000356,2024-11-18,120842,SIP,6732
INV000492,2024-11-18,102885,REDEMPTION,532340
INV001784,2024-11-18,118633,SIP,599
INV003247,2024-11-18,120505,LUMPSUM,382326
INV000926,2024-11-18,120504,SIP,1681
INV003206,2024-11-18,149323,LUMPSUM,52980
INV002021,2024-11-18,120843,LUMPSUM,149589
INV000469,2024-11-18,119093,LUMPSUM,179215
INV004984,2024-11-18,148567,SIP,6132
INV001431,2024-11-18,148569,SIP,7057
INV004629,2024-11-18,101207,SIP,55287
INV002230,2024-11-18,102886,SIP,47788
INV004922,2024-11-18,125498,LUMPSUM,168679
INV004692,2024-11-18,102886,SIP,56800
INV000094,2024-11-18,100033,REDEMPTION,368422
INV002560,2024-11-18,119551,SIP,7912
INV002472,2024-11-18,120505,SIP,10908
INV003562,2024-11-18,119552,SIP,13676
INV002033,2024-11-18,149323,LUMPSUM,238865
INV003171,2024-11-18,148568,LUMPSUM,461023
INV001263,2024-11-18,120506,SIP,2472
INV000786,2024-11-18,118635,SIP,29775
INV001442,2024-11-19,120507,REDEMPTION,193156
INV001697,2024-11-19,119120,SIP,3306
INV004449,2024-11-19,148567,SIP,3394
INV002850,2024-11-19,119092,LUMPSUM,305368
INV002393,2024-11-19,120844,SIP,3386
INV001656,2024-11-19,120844,SIP,6158
INV004159,2024-11-19,149324,SIP,2596
INV001929,2024-11-19,119598,LUMPSUM,40596
INV003656,2024-11-19,125497,SIP,7044
INV001940,2024-11-19,120843,SIP,2064
INV000216,2024-11-19,119092,LUMPSUM,89631
INV002338,2024-11-19,118636,SIP,425
INV001431,2024-11-19,119552,SIP,515
INV003149,2024-11-19,120504,SIP,7882
INV003680,2024-11-19,101208,SIP,43674
INV001659,2024-11-19,119092,SIP,9710
INV004638,2024-11-19,120506,SIP,8155
INV003579,2024-11-19,119599,SIP,59646
INV003317,2024-11-19,148569,SIP,2568
INV004528,2024-11-19,148569,SIP,54451
INV001813,2024-11-19,120843,SIP,4162
INV001765,2024-11-19,149322,SIP,5058
INV001161,2024-11-19,119094,SIP,15081
INV001795,2024-11-19,101207,LUMPSUM,62573
INV004916,2024-11-19,119095,SIP,2913
INV002576,2024-11-19,100033,LUMPSUM,103743
INV004521,2024-11-19,118635,SIP,21992
INV002580,2024-11-19,120841,SIP,41440
INV004874,2024-11-19,149324,REDEMPTION,277947
INV001900,2024-11-19,120505,SIP,479
INV000151,2024-11-19,125497,SIP,1611
INV002271,2024-11-19,148568,REDEMPTION,121167
INV001623,2024-11-19,102885,SIP,2992
INV003048,2024-11-19,120506,SIP,499
INV000093,2024-11-19,119599,LUMPSUM,166148
INV003041,2024-11-19,120506,LUMPSUM,20516
INV000708,2024-11-19,100016,LUMPSUM,176079
